,chr,subpop,clus.id,start,end,peak,width
1356,03K,all,03K_all_45,23740983,23741750,23741750,767
1357,03K,all,03K_all_46,24663613,24664520,24663709,907
1358,03K,all,03K_all_47,25037271,25037330,25037271,59
1359,03K,all,03K_all_48,27043226,27043269,27043226,43
1360,03K,all,03K_all_49,27082695,27085875,27085875,3180
1361,03K,all,03K_all_50,35631369,35631884,35631884,515
1362,03K,all,03K_all_51,35633452,35634387,35634387,935
1363,03K,all,03K_all_52,35636982,35638358,35637348,1376
1364,03K,all,03K_all_53,35639504,35640009,35639504,505
1365,03K,all,03K_all_54,35641676,35645340,35643926,3664
1366,03K,all,03K_all_55,35646294,35647118,35646996,824
1367,03K,all,03K_all_56,35651479,35652621,35651479,1142
1368,03K,all,03K_all_57,36889448,36889481,36889448,33
1369,03K,all,03K_all_58,39402011,39402085,39402085,74
1370,03K,all,03K_all_59,40845191,40845256,40845191,65
1371,03K,all,03K_all_60,42507689,42508103,42508103,414
1372,03K,all,03K_all_61,42918423,42918688,42918466,265
1373,03K,all,03K_all_62,42927548,42927555,42927548,7
1374,03K,all,03K_all_63,42954196,42977450,42975453,23254
1375,03K,all,03K_all_64,42978588,42979440,42979282,852
1376,03K,all,03K_all_65,42987404,42987874,42987404,470
1377,03K,all,03K_all_66,42988788,42989642,42988935,854
1378,03K,all,03K_all_67,42991612,42992553,42992552,941
1379,03K,all,03K_all_68,42994444,42996864,42994458,2420
1380,03K,all,03K_all_69,43006105,43006193,43006127,88
1381,03K,all,03K_all_70,43008086,43010673,43008086,2587
1382,03K,all,03K_all_71,43011376,43011458,43011376,82
1383,03K,all,03K_all_72,43015789,43016258,43016107,469
1384,03K,all,03K_all_73,43032135,43032348,43032301,213
1385,03K,all,03K_all_74,43032966,43032979,43032966,13
1386,03K,all,03K_all_75,43033609,43033725,43033725,116
1387,03K,all,03K_all_76,43045540,43047343,43046150,1803
1388,03K,all,03K_all_77,43048780,43051341,43048780,2561
1389,03K,all,03K_all_78,43060816,43061728,43061728,912
1390,03K,all,03K_all_79,43310730,43317968,43314067,7238
1391,03K,all,03K_all_80,43349055,43349216,43349216,161
1392,03K,all,03K_all_81,43354718,43354799,43354718,81
1393,03K,all,03K_all_82,43366302,43366461,43366302,159
1394,03K,all,03K_all_83,43389203,43391191,43389203,1988
1395,03K,all,03K_all_84,43452240,43454019,43453367,1779
1396,03K,all,03K_all_85,43455087,43459031,43457428,3944
1397,03K,all,03K_all_86,43460463,43460762,43460762,299
1398,03K,all,03K_all_87,43461844,43462637,43462269,793
1399,03K,all,03K_all_88,43468623,43475626,43470711,7003
1400,03K,all,03K_all_89,43484252,43486766,43484535,2514
1401,03K,all,03K_all_90,43488735,43489197,43489197,462
1402,03K,all,03K_all_91,44888925,44889152,44888925,227
1403,03K,all,03K_all_92,49969476,49969542,49969542,66
1404,03K,all,03K_all_93,62209422,62209453,62209453,31
1405,03K,all,03K_all_94,62231235,62231533,62231235,298
1406,03K,all,03K_all_95,64210239,64210285,64210285,46
1407,03N,all,03N_all_1,1457347,1466100,1462538,8753
1408,03N,all,03N_all_2,6083489,6083608,6083608,119
1409,03N,all,03N_all_3,6968463,6968834,6968834,371
1410,03N,all,03N_all_4,7751290,7757035,7752407,5745
1411,03N,all,03N_all_5,7757977,7758608,7758608,631
1412,03N,all,03N_all_6,7759694,7760864,7759694,1170
1413,03N,all,03N_all_7,7762629,7762877,7762629,248
1414,03N,all,03N_all_8,7764386,7764498,7764386,112
1415,03N,all,03N_all_9,7767360,7782692,7767360,15332
1416,03N,all,03N_all_10,7788507,7806889,7806889,18382
1417,03N,all,03N_all_11,7876040,7878314,7876725,2274
1418,03N,all,03N_all_12,8312719,8313726,8312787,1007
1419,03N,all,03N_all_13,8322332,8331164,8328646,8832
1420,03N,all,03N_all_14,9198146,9198416,9198416,270
1421,03N,all,03N_all_15,9209007,9209877,9209788,870
1422,03N,all,03N_all_16,13666607,13667031,13667031,424
1423,03N,all,03N_all_17,13887952,13906541,13888569,18589
1424,03N,all,03N_all_18,13910586,13911770,13910942,1184
1425,03N,all,03N_all_19,13925112,13927460,13925598,2348
1426,03N,all,03N_all_20,14037509,14052641,14046116,15132
1427,03N,all,03N_all_21,14073728,14074634,14073728,906
1428,03N,all,03N_all_22,14075504,14080254,14080254,4750
1429,03N,all,03N_all_23,14340835,14341449,14341449,614
1430,03N,all,03N_all_24,14343336,14344156,14344124,820
1431,03N,all,03N_all_25,14347254,14351853,14349801,4599
1432,03N,all,03N_all_26,14355918,14355958,14355958,40
1433,03N,all,03N_all_27,14517310,14517311,14517311,1
1434,03N,all,03N_all_28,14535326,14536717,14536717,1391
1435,03N,all,03N_all_29,15087520,15087557,15087520,37
1436,03N,all,03N_all_30,15196066,15196245,15196245,179
1437,03N,all,03N_all_31,15421099,15427733,15425125,6634
1438,03N,all,03N_all_32,15432286,15435112,15432286,2826
1439,03N,all,03N_all_33,15439471,15440050,15439471,579
1440,03N,all,03N_all_34,15442136,15442658,15442195,522
1441,03N,all,03N_all_35,15447141,15451596,15450518,4455
1442,03N,all,03N_all_36,15452415,15456632,15455578,4217
1443,03N,all,03N_all_37,16161244,16162831,16162831,1587
1444,03N,all,03N_all_38,16166170,16166859,16166859,689
1445,03N,all,03N_all_39,16183582,16185795,16185036,2213
1446,03N,all,03N_all_40,16193217,16194130,16193217,913
1447,03N,all,03N_all_41,16207135,16207582,16207135,447
1448,03N,all,03N_all_42,16288234,16288339,16288234,105
1449,03N,all,03N_all_43,16975436,16976205,16976205,769
1450,03N,all,03N_all_44,17065872,17066032,17066032,160
1451,03N,all,03N_all_45,19467372,19467713,19467372,341
1452,03N,all,03N_all_46,19504574,19505394,19504574,820
1453,03N,all,03N_all_47,19519574,19519747,19519574,173
1454,03N,all,03N_all_48,19520688,19521877,19521627,1189
1455,03N,all,03N_all_49,19523295,19524198,19523925,903
1456,03N,all,03N_all_50,19525327,19528499,19525577,3172
1457,03N,all,03N_all_51,19531723,19531872,19531860,149
1458,03N,all,03N_all_52,19668515,19668524,19668524,9
1459,03N,all,03N_all_53,19675749,19678939,19675820,3190
1460,03N,all,03N_all_54,19741254,19741399,19741254,145
1461,03N,all,03N_all_55,19789104,19789154,19789154,50
1462,03N,all,03N_all_56,19792691,19793151,19792691,460
1463,03N,all,03N_all_57,19814354,19815036,19814354,682
1464,03N,all,03N_all_58,19816213,19817313,19816213,1100
1465,03N,all,03N_all_59,19818343,19819128,19819128,785
1466,03N,all,03N_all_60,19825377,19825988,19825957,611
1467,03N,all,03N_all_61,19831123,19831698,19831698,575
1468,03N,all,03N_all_62,19835163,19836713,19835899,1550
1469,03N,all,03N_all_63,19838110,19838147,19838110,37
1470,03N,all,03N_all_64,19839337,19839406,19839406,69
1471,03N,all,03N_all_65,19839932,19840504,19839932,572
1472,03N,all,03N_all_66,19841423,19841674,19841423,251
1473,03N,all,03N_all_67,19845437,19846797,19845597,1360
1474,03N,all,03N_all_68,19847363,19847719,19847719,356
1475,03N,all,03N_all_69,19849027,19849887,19849413,860
1476,03N,all,03N_all_70,19852500,19853543,19853543,1043
1477,03N,all,03N_all_71,19855701,19856030,19856030,329
1478,03N,all,03N_all_72,19962801,19962819,19962819,18
1479,03N,all,03N_all_73,20026133,20026488,20026488,355
1480,03N,all,03N_all_74,21715960,21716509,21715960,549
1481,03N,all,03N_all_75,22213851,22214068,22213851,217
1482,03N,all,03N_all_76,22574938,22575315,22574938,377
1483,03N,all,03N_all_77,22820045,22821254,22821254,1209
1484,03N,all,03N_all_78,23124515,23126527,23125657,2012
1485,03N,all,03N_all_79,23141856,23143904,23141856,2048
1486,03N,all,03N_all_80,23149252,23153149,23151195,3897
1487,03N,all,03N_all_81,23757627,23759314,23757627,1687
1488,03N,all,03N_all_82,24126064,24129871,24126470,3807
1489,03N,all,03N_all_83,24131404,24138420,24136909,7016
1490,03N,all,03N_all_84,24805673,24805958,24805673,285
1491,03N,all,03N_all_85,25461970,25462057,25462057,87
1492,03N,all,03N_all_86,25464964,25475134,25464964,10170
1493,03N,all,03N_all_87,25482628,25483652,25482628,1024
1494,03N,all,03N_all_88,25862606,25864558,25864558,1952
1495,03N,all,03N_all_89,29869230,29872248,29872248,3018
1496,03N,all,03N_all_90,32504853,32524929,32505689,20076
1497,03N,all,03N_all_91,33201627,33201856,33201856,229
1498,03N,all,03N_all_92,33207176,33208853,33207650,1677
1499,03N,all,03N_all_93,33210773,33216099,33210894,5326
1500,03N,all,03N_all_94,33542273,33544186,33543965,1913
1501,03N,all,03N_all_95,33549131,33549277,33549131,146
1502,03N,all,03N_all_96,33551252,33551418,33551418,166
1503,03N,all,03N_all_97,34012853,34013391,34013391,538
1504,03N,all,03N_all_98,34125285,34126050,34126050,765
1505,03N,all,03N_all_99,34134441,34136436,34134441,1995
1506,03N,all,03N_all_100,35993066,35993082,35993066,16
1507,03N,all,03N_all_101,37859792,37860894,37859792,1102
1508,03N,all,03N_all_102,38244852,38245002,38245002,150
1509,03N,all,03N_all_103,38247845,38254036,38250056,6191
1510,03N,all,03N_all_104,38280219,38281085,38280252,866
1511,03N,all,03N_all_105,38288473,38289069,38288473,596
1512,03N,all,03N_all_106,38308168,38309474,38308656,1306
1513,03N,all,03N_all_107,38320641,38321009,38320641,368
1514,03N,all,03N_all_108,38321960,38329048,38326369,7088
1515,03N,all,03N_all_109,38340640,38340672,38340672,32
1516,03N,all,03N_all_110,39079361,39080110,39079848,749
1517,03N,all,03N_all_111,39102003,39102264,39102003,261
1518,03N,all,03N_all_112,39146970,39147218,39146970,248
1519,03N,all,03N_all_113,39488198,39488817,39488198,619
1520,03N,all,03N_all_114,39567303,39567304,39567303,1
1521,03N,all,03N_all_115,39569079,39569368,39569368,289
1522,03N,all,03N_all_116,39695481,39695653,39695653,172
1523,03N,all,03N_all_117,39828740,39829013,39828740,273
1524,03N,all,03N_all_118,40459681,40459926,40459926,245
1525,03N,all,03N_all_119,42740981,42741013,42740981,32
1526,03N,all,03N_all_120,43906532,43906650,43906532,118
1527,03N,all,03N_all_121,44613838,44614066,44613838,228
1528,03N,all,03N_all_122,51124442,51124592,51124442,150
1529,03N,all,03N_all_123,52105188,52106350,52106196,1162
1530,03N,all,03N_all_124,52116134,52116266,52116266,132
1531,03N,all,03N_all_125,53680467,53680635,53680635,168
1532,03N,all,03N_all_126,57555036,57555867,57555867,831
1533,03N,all,03N_all_127,58213319,58213328,58213326,9
1534,03N,all,03N_all_128,58569623,58569799,58569799,176
1535,03N,all,03N_all_129,68526347,68526350,68526350,3
1536,03N,all,03N_all_130,69210255,69214827,69210255,4572
1537,04K,all,04K_all_1,4614895,4618453,4617620,3558
1538,04K,all,04K_all_2,7456798,7456893,7456798,95
1539,04K,all,04K_all_3,8499588,8500384,8500384,796
1540,04K,all,04K_all_4,9781677,9785888,9782456,4211
1541,04K,all,04K_all_5,10507629,10510642,10510642,3013
1542,04K,all,04K_all_6,10522776,10526812,10526161,4036
1543,04K,all,04K_all_7,12389928,12390854,12390854,926
1544,04K,all,04K_all_8,13017896,13018803,13018803,907
1545,04K,all,04K_all_9,18737185,18737186,18737185,1
1546,04K,all,04K_all_10,18999829,19000011,19000011,182
1547,04K,all,04K_all_11,19027784,19035780,19032399,7996
1548,04K,all,04K_all_12,19045672,19049316,19045672,3644
1549,04K,all,04K_all_13,19746324,19750466,19748810,4142
1550,04K,all,04K_all_14,20096568,20103089,20097750,6521
1551,04K,all,04K_all_15,20121516,20121976,20121807,460
1552,04K,all,04K_all_16,20494619,20494677,20494677,58
1553,04K,all,04K_all_17,21459550,21460145,21460145,595
1554,04K,all,04K_all_18,21483458,21483724,21483724,266
1555,04K,all,04K_all_19,21502326,21502877,21502718,551
1556,04K,all,04K_all_20,21509169,21509586,21509169,417
1557,04K,all,04K_all_21,21510284,21511282,21511228,998
1558,04K,all,04K_all_22,21519645,21519927,21519927,282
1559,04K,all,04K_all_23,21610264,21610948,21610948,684
1560,04K,all,04K_all_24,21658003,21662126,21660654,4123
1561,04K,all,04K_all_25,21688953,21689269,21689269,316
1562,04K,all,04K_all_26,21705123,21705363,21705123,240
1563,04K,all,04K_all_27,21723780,21724653,21724305,873
1564,04K,all,04K_all_28,21793757,21794493,21794113,736
1565,04K,all,04K_all_29,21800944,21801245,21801245,301
1566,04K,all,04K_all_30,21805264,21805645,21805645,381
1567,04K,all,04K_all_31,22090498,22094659,22092515,4161
1568,04K,all,04K_all_32,22096618,22097212,22096618,594
1569,04K,all,04K_all_33,22100295,22101644,22100314,1349
1570,04K,all,04K_all_34,22103385,22106494,22105674,3109
1571,04K,all,04K_all_35,22108983,22110012,22109536,1029
1572,04K,all,04K_all_36,22112888,22130407,22129790,17519
1573,04K,all,04K_all_37,22145329,22146124,22145825,795
1574,04K,all,04K_all_38,22147873,22148832,22148246,959
1575,04K,all,04K_all_39,22152073,22152144,22152073,71
1576,04K,all,04K_all_40,22156899,22159970,22159062,3071
1577,04K,all,04K_all_41,22163403,22164275,22163562,872
1578,04K,all,04K_all_42,22166461,22167525,22167291,1064
1579,04K,all,04K_all_43,30784970,30785271,30785071,301
1580,04K,all,04K_all_44,33194401,33194590,33194401,189
1581,04K,all,04K_all_45,35693137,35693340,35693340,203
1582,04K,all,04K_all_46,38381568,38383558,38383558,1990
1583,04K,all,04K_all_47,41526632,41528352,41526632,1720
1584,04K,all,04K_all_48,42074434,42074528,42074434,94
1585,04K,all,04K_all_49,43303426,43304038,43303751,612
1586,04K,all,04K_all_50,46816565,46816729,46816723,164
1587,04N,all,04N_all_1,4175579,4175583,4175583,4
1588,04N,all,04N_all_2,11490807,11491496,11490807,689
1589,04N,all,04N_all_3,11502096,11503041,11502096,945
1590,04N,all,04N_all_4,13172755,13176092,13176092,3337
1591,04N,all,04N_all_5,13192842,13194062,13192842,1220
1592,04N,all,04N_all_6,13218348,13220150,13218701,1802
1593,04N,all,04N_all_7,13347952,13348079,13347952,127
1594,04N,all,04N_all_8,13350707,13367109,13357601,16402
1595,04N,all,04N_all_9,13369525,13369800,13369800,275
1596,04N,all,04N_all_10,13377063,13377476,13377240,413
1597,04N,all,04N_all_11,13382134,13385371,13383808,3237
1598,04N,all,04N_all_12,13414282,13420441,13417484,6159
1599,04N,all,04N_all_13,13421897,13428509,13422030,6612
1600,04N,all,04N_all_14,13437011,13437330,13437011,319
1601,04N,all,04N_all_15,13439065,13441083,13439947,2018
1602,04N,all,04N_all_16,13471487,13472908,13472908,1421
1603,04N,all,04N_all_17,13479590,13479646,13479590,56
1604,04N,all,04N_all_18,13490261,13493580,13490261,3319
1605,04N,all,04N_all_19,13494326,13494403,13494326,77
1606,04N,all,04N_all_20,13495868,13496743,13495868,875
1607,04N,all,04N_all_21,19166542,19166659,19166659,117
1608,04N,all,04N_all_22,21818095,21818623,21818321,528
1609,04N,all,04N_all_23,25419212,25437093,25437093,17881
1610,04N,all,04N_all_24,28867133,28867180,28867133,47
1611,04N,all,04N_all_25,34158966,34167462,34167462,8496
1612,04N,all,04N_all_26,34490979,34491094,34491094,115
1613,04N,all,04N_all_27,42853670,42854039,42853670,369
1614,04N,all,04N_all_28,49031917,49032412,49032412,495
1615,05K,all,05K_all_1,1790181,1790541,1790249,360
1616,05K,all,05K_all_2,2610824,2611503,2611503,679
1617,05K,all,05K_all_3,3942589,3944296,3942589,1707
1618,05K,all,05K_all_4,3958389,3959370,3958389,981
1619,05K,all,05K_all_5,4557068,4558394,4558394,1326
1620,05K,all,05K_all_6,8252418,8252454,8252418,36
1621,05K,all,05K_all_7,8477621,8477718,8477623,97
1622,05K,all,05K_all_8,8641709,8641925,8641925,216
1623,05K,all,05K_all_9,8698848,8699864,8699655,1016
1624,05K,all,05K_all_10,8794312,8796050,8795961,1738
1625,05K,all,05K_all_11,10059754,10061815,10061815,2061
1626,05K,all,05K_all_12,10847665,10847746,10847746,81
1627,05K,all,05K_all_13,12676849,12677026,12676849,177
1628,05K,all,05K_all_14,13197817,13199589,13197817,1772
1629,05K,all,05K_all_15,13213467,13213945,13213945,478
1630,05K,all,05K_all_16,13218865,13219435,13218865,570
1631,05K,all,05K_all_17,13220560,13221709,13220561,1149
1632,05K,all,05K_all_18,13222813,13223483,13222813,670
1633,05K,all,05K_all_19,13226032,13226310,13226032,278
1634,05K,all,05K_all_20,13234741,13236047,13234765,1306
1635,05K,all,05K_all_21,13268294,13268729,13268319,435
1636,05K,all,05K_all_22,13272506,13272862,13272862,356
1637,05K,all,05K_all_23,13273571,13273660,13273660,89
1638,05K,all,05K_all_24,13279950,13280238,13280164,288
1639,05K,all,05K_all_25,13283801,13284751,13284543,950
1640,05K,all,05K_all_26,13286360,13287065,13287065,705
1641,05K,all,05K_all_27,13288773,13289383,13288773,610
1642,05K,all,05K_all_28,28297774,28298265,28297774,491
1643,05K,all,05K_all_29,28416242,28416367,28416242,125
1644,05K,all,05K_all_30,31136356,31137083,31136356,727
1645,05K,all,05K_all_31,33224696,33226663,33225315,1967
1646,05K,all,05K_all_32,33694443,33694830,33694443,387
1647,05K,all,05K_all_33,34960542,34961043,34960558,501
1648,05K,all,05K_all_34,38394901,38395741,38394901,840
1649,05K,all,05K_all_35,39612695,39612774,39612774,79
1650,05K,all,05K_all_36,39640866,39642578,39640866,1712
1651,05K,all,05K_all_37,39968937,39969425,39969412,488
1652,05K,all,05K_all_38,40937364,40937400,40937364,36
1653,05K,all,05K_all_39,40944156,40947804,40947804,3648
1654,05K,all,05K_all_40,41001667,41002356,41002356,689
1655,05K,all,05K_all_41,43084928,43085753,43084928,825
1656,05K,all,05K_all_42,43502788,43503565,43503565,777
1657,05K,all,05K_all_43,46297305,46302563,46299767,5258
1658,05K,all,05K_all_44,46389785,46389837,46389785,52
1659,05K,all,05K_all_45,46442873,46443184,46442873,311
1660,05K,all,05K_all_46,46444869,46446113,46446113,1244
1661,05K,all,05K_all_47,47581287,47581326,47581287,39
1662,05K,all,05K_all_48,47657792,47658123,47658123,331
1663,05K,all,05K_all_49,48177462,48178241,48177462,779
1664,05K,all,05K_all_50,48178873,48179379,48179356,506
1665,05K,all,05K_all_51,48180787,48181010,48181010,223
1666,05K,all,05K_all_52,48190693,48191041,48190693,348
1667,05K,all,05K_all_53,48271609,48272611,48272611,1002
1668,05K,all,05K_all_54,48278708,48278870,48278870,162
1669,05K,all,05K_all_55,48394857,48395041,48394857,184
1670,05K,all,05K_all_56,49054004,49059027,49059027,5023
1671,05K,all,05K_all_57,50426497,50426604,50426604,107
1672,05K,all,05K_all_58,52708696,52710193,52708732,1497
1673,05K,all,05K_all_59,52973636,52974705,52973636,1069
1674,05K,all,05K_all_60,53309524,53309722,53309722,198
1675,05K,all,05K_all_61,53687229,53687875,53687229,646
1676,05K,all,05K_all_62,53821667,53821929,53821929,262
1677,05K,all,05K_all_63,54451984,54452328,54452217,344
1678,05K,all,05K_all_64,54608952,54619891,54608952,10939
1679,05K,all,05K_all_65,54967366,54969802,54969802,2436
1680,05K,all,05K_all_66,54984691,54985749,54984691,1058
1681,05K,all,05K_all_67,54995478,54995726,54995726,248
1682,05K,all,05K_all_68,54997890,54998013,54997890,123
1683,05K,all,05K_all_69,55043837,55043856,55043856,19
1684,05K,all,05K_all_70,55047935,55048018,55048018,83
1685,05K,all,05K_all_71,55057462,55066375,55061535,8913
1686,05K,all,05K_all_72,55071508,55081226,55072540,9718
1687,05K,all,05K_all_73,55149917,55165584,55162469,15667
1688,05K,all,05K_all_74,55175090,55176125,55175626,1035
